spatial id,temporal id,Target (normal),Normal target,_Daily_Cases t-7,_Daily_Cases t-6,_Daily_Cases t-5,_Daily_Cases t-4,_Daily_Cases t-3,_Daily_Cases t-2,_Daily_Cases t-1,_Daily_Cases t,Daily_Deaths t-7,Daily_Deaths t-6,Daily_Deaths t-5,Daily_Deaths t-4,Daily_Deaths t-3,Daily_Deaths t-2,Daily_Deaths t-1,Daily_Deaths t,retail_and_recreation_percent_change_from_baseline t-7,retail_and_recreation_percent_change_from_baseline t-6,retail_and_recreation_percent_change_from_baseline t-5,retail_and_recreation_percent_change_from_baseline t-4,retail_and_recreation_percent_change_from_baseline t-3,retail_and_recreation_percent_change_from_baseline t-2,retail_and_recreation_percent_change_from_baseline t-1,retail_and_recreation_percent_change_from_baseline t,grocery_and_pharmacy_percent_change_from_baseline t-7,grocery_and_pharmacy_percent_change_from_baseline t-6,grocery_and_pharmacy_percent_change_from_baseline t-5,grocery_and_pharmacy_percent_change_from_baseline t-4,grocery_and_pharmacy_percent_change_from_baseline t-3,grocery_and_pharmacy_percent_change_from_baseline t-2,grocery_and_pharmacy_percent_change_from_baseline t-1,grocery_and_pharmacy_percent_change_from_baseline t,parks_percent_change_from_baseline t-7,parks_percent_change_from_baseline t-6,parks_percent_change_from_baseline t-5,parks_percent_change_from_baseline t-4,parks_percent_change_from_baseline t-3,parks_percent_change_from_baseline t-2,parks_percent_change_from_baseline t-1,parks_percent_change_from_baseline t,transit_stations_percent_change_from_baseline t-7,transit_stations_percent_change_from_baseline t-6,transit_stations_percent_change_from_baseline t-5,transit_stations_percent_change_from_baseline t-4,transit_stations_percent_change_from_baseline t-3,transit_stations_percent_change_from_baseline t-2,transit_stations_percent_change_from_baseline t-1,transit_stations_percent_change_from_baseline t,residential_percent_change_from_baseline_ t-7,residential_percent_change_from_baseline_ t-6,residential_percent_change_from_baseline_ t-5,residential_percent_change_from_baseline_ t-4,residential_percent_change_from_baseline_ t-3,residential_percent_change_from_baseline_ t-2,residential_percent_change_from_baseline_ t-1,residential_percent_change_from_baseline_ t
1,2020-09-26,26.0,26.0,554,1143,1833,1272,1084,1148,1630,1053,7,2,12,9,8,8,7,6,-13.0,-8.0,-13.0,-15.0,-17.0,-15.0,-17.0,-14.0,-1.0,-1.0,-2.0,-1.0,-3.0,-1.0,-3.0,0.0,102.0,133.0,85.0,83.0,65.0,65.0,73.0,113.0,-33.0,-33.0,-46.0,-46.0,-47.0,-46.0,-45.0,-35.0,3.0,1.0,9.0,9.0,10.0,10.0,9.0,3.0
1,2020-09-27,14.0,14.0,1143,1833,1272,1084,1148,1630,1053,1658,2,12,9,8,8,7,6,5,-8.0,-13.0,-15.0,-17.0,-15.0,-17.0,-14.0,-11.0,-1.0,-2.0,-1.0,-3.0,-1.0,-3.0,0.0,-1.0,133.0,85.0,83.0,65.0,65.0,73.0,113.0,123.0,-33.0,-46.0,-46.0,-47.0,-46.0,-45.0,-35.0,-36.0,1.0,9.0,9.0,10.0,10.0,9.0,3.0,2.0
1,2020-09-28,12.0,12.0,1833,1272,1084,1148,1630,1053,1658,1791,12,9,8,8,7,6,5,17,-13.0,-15.0,-17.0,-15.0,-17.0,-14.0,-11.0,-16.0,-2.0,-1.0,-3.0,-1.0,-3.0,0.0,-1.0,-2.0,85.0,83.0,65.0,65.0,73.0,113.0,123.0,67.0,-46.0,-46.0,-47.0,-46.0,-45.0,-35.0,-36.0,-47.0,9.0,9.0,10.0,10.0,9.0,3.0,2.0,9.0
1,2020-09-29,32.0,32.0,1272,1084,1148,1630,1053,1658,1791,1772,9,8,8,7,6,5,17,13,-15.0,-17.0,-15.0,-17.0,-14.0,-11.0,-16.0,-16.0,-1.0,-3.0,-1.0,-3.0,0.0,-1.0,-2.0,0.0,83.0,65.0,65.0,73.0,113.0,123.0,67.0,52.0,-46.0,-47.0,-46.0,-45.0,-35.0,-36.0,-47.0,-48.0,9.0,10.0,10.0,9.0,3.0,2.0,9.0,10.0
1,2020-09-30,25.0,25.0,1084,1148,1630,1053,1658,1791,1772,2116,8,8,7,6,5,17,13,18,-17.0,-15.0,-17.0,-14.0,-11.0,-16.0,-16.0,-15.0,-3.0,-1.0,-3.0,0.0,-1.0,-2.0,0.0,0.0,65.0,65.0,73.0,113.0,123.0,67.0,52.0,32.0,-47.0,-46.0,-45.0,-35.0,-36.0,-47.0,-48.0,-47.0,10.0,10.0,9.0,3.0,2.0,9.0,10.0,10.0
1,2020-10-01,19.0,19.0,1148,1630,1053,1658,1791,1772,2116,1823,8,7,6,5,17,13,18,16,-15.0,-17.0,-14.0,-11.0,-16.0,-16.0,-15.0,-15.0,-1.0,-3.0,0.0,-1.0,-2.0,0.0,0.0,2.0,65.0,73.0,113.0,123.0,67.0,52.0,32.0,52.0,-46.0,-45.0,-35.0,-36.0,-47.0,-48.0,-47.0,-47.0,10.0,9.0,3.0,2.0,9.0,10.0,10.0,10.0
1,2020-10-02,32.0,32.0,1630,1053,1658,1791,1772,2116,1823,2124,7,6,5,17,13,18,16,98,-17.0,-14.0,-11.0,-16.0,-16.0,-15.0,-15.0,-20.0,-3.0,0.0,-1.0,-2.0,0.0,0.0,2.0,-3.0,73.0,113.0,123.0,67.0,52.0,32.0,52.0,36.0,-45.0,-35.0,-36.0,-47.0,-48.0,-47.0,-47.0,-46.0,9.0,3.0,2.0,9.0,10.0,10.0,10.0,11.0
1,2020-10-03,8.0,8.0,1053,1658,1791,1772,2116,1823,2124,1306,6,5,17,13,18,16,98,21,-14.0,-11.0,-16.0,-16.0,-15.0,-15.0,-20.0,-16.0,0.0,-1.0,-2.0,0.0,0.0,2.0,-3.0,0.0,113.0,123.0,67.0,52.0,32.0,52.0,36.0,83.0,-35.0,-36.0,-47.0,-48.0,-47.0,-47.0,-46.0,-36.0,3.0,2.0,9.0,10.0,10.0,10.0,11.0,5.0
1,2020-10-04,24.0,24.0,1658,1791,1772,2116,1823,2124,1306,2141,5,17,13,18,16,98,21,44,-11.0,-16.0,-16.0,-15.0,-15.0,-20.0,-16.0,-16.0,-1.0,-2.0,0.0,0.0,2.0,-3.0,0.0,-2.0,123.0,67.0,52.0,32.0,52.0,36.0,83.0,59.0,-36.0,-47.0,-48.0,-47.0,-47.0,-46.0,-36.0,-41.0,2.0,9.0,10.0,10.0,10.0,11.0,5.0,4.0
1,2020-10-05,31.0,31.0,1791,1772,2116,1823,2124,1306,2141,2883,17,13,18,16,98,21,44,29,-16.0,-16.0,-15.0,-15.0,-20.0,-16.0,-16.0,-17.0,-2.0,0.0,0.0,2.0,-3.0,0.0,-2.0,-1.0,67.0,52.0,32.0,52.0,36.0,83.0,59.0,53.0,-47.0,-48.0,-47.0,-47.0,-46.0,-36.0,-41.0,-47.0,9.0,10.0,10.0,10.0,11.0,5.0,4.0,10.0
1,2020-10-06,18.0,18.0,1772,2116,1823,2124,1306,2141,2883,2372,13,18,16,98,21,44,29,18,-16.0,-15.0,-15.0,-20.0,-16.0,-16.0,-17.0,-18.0,0.0,0.0,2.0,-3.0,0.0,-2.0,-1.0,1.0,52.0,32.0,52.0,36.0,83.0,59.0,53.0,57.0,-48.0,-47.0,-47.0,-46.0,-36.0,-41.0,-47.0,-47.0,10.0,10.0,10.0,11.0,5.0,4.0,10.0,10.0
1,2020-10-07,37.0,37.0,2116,1823,2124,1306,2141,2883,2372,1624,18,16,98,21,44,29,18,19,-15.0,-15.0,-20.0,-16.0,-16.0,-17.0,-18.0,-20.0,0.0,2.0,-3.0,0.0,-2.0,-1.0,1.0,-2.0,32.0,52.0,36.0,83.0,59.0,53.0,57.0,29.0,-47.0,-47.0,-46.0,-36.0,-41.0,-47.0,-47.0,-49.0,10.0,10.0,11.0,5.0,4.0,10.0,10.0,11.0
1,2020-10-08,31.0,31.0,1823,2124,1306,2141,2883,2372,1624,2350,16,98,21,44,29,18,19,18,-15.0,-20.0,-16.0,-16.0,-17.0,-18.0,-20.0,-16.0,2.0,-3.0,0.0,-2.0,-1.0,1.0,-2.0,2.0,52.0,36.0,83.0,59.0,53.0,57.0,29.0,43.0,-47.0,-46.0,-36.0,-41.0,-47.0,-47.0,-49.0,-47.0,10.0,11.0,5.0,4.0,10.0,10.0,11.0,10.0
1,2020-10-09,27.0,27.0,2124,1306,2141,2883,2372,1624,2350,2895,98,21,44,29,18,19,18,14,-20.0,-16.0,-16.0,-17.0,-18.0,-20.0,-16.0,-19.0,-3.0,0.0,-2.0,-1.0,1.0,-2.0,2.0,3.0,36.0,83.0,59.0,53.0,57.0,29.0,43.0,43.0,-46.0,-36.0,-41.0,-47.0,-47.0,-49.0,-47.0,-46.0,11.0,5.0,4.0,10.0,10.0,11.0,10.0,11.0
1,2020-10-10,22.0,22.0,1306,2141,2883,2372,1624,2350,2895,2142,21,44,29,18,19,18,14,26,-16.0,-16.0,-17.0,-18.0,-20.0,-16.0,-19.0,-21.0,0.0,-2.0,-1.0,1.0,-2.0,2.0,3.0,3.0,83.0,59.0,53.0,57.0,29.0,43.0,43.0,71.0,-36.0,-41.0,-47.0,-47.0,-49.0,-47.0,-46.0,-39.0,5.0,4.0,10.0,10.0,11.0,10.0,11.0,6.0
1,2020-10-11,31.0,31.0,2141,2883,2372,1624,2350,2895,2142,1636,44,29,18,19,18,14,26,14,-16.0,-17.0,-18.0,-20.0,-16.0,-19.0,-21.0,-21.0,-2.0,-1.0,1.0,-2.0,2.0,3.0,3.0,-2.0,59.0,53.0,57.0,29.0,43.0,43.0,71.0,81.0,-41.0,-47.0,-47.0,-49.0,-47.0,-46.0,-39.0,-43.0,4.0,10.0,10.0,11.0,10.0,11.0,6.0,3.0
1,2020-10-12,38.0,38.0,2883,2372,1624,2350,2895,2142,1636,975,29,18,19,18,14,26,14,12,-17.0,-18.0,-20.0,-16.0,-19.0,-21.0,-21.0,-43.0,-1.0,1.0,-2.0,2.0,3.0,3.0,-2.0,-29.0,53.0,57.0,29.0,43.0,43.0,71.0,81.0,107.0,-47.0,-47.0,-49.0,-47.0,-46.0,-39.0,-43.0,-66.0,10.0,10.0,11.0,10.0,11.0,6.0,3.0,20.0
1,2020-10-13,25.0,25.0,2372,1624,2350,2895,2142,1636,975,4111,18,19,18,14,26,14,12,32,-18.0,-20.0,-16.0,-19.0,-21.0,-21.0,-43.0,-22.0,1.0,-2.0,2.0,3.0,3.0,-2.0,-29.0,-2.0,57.0,29.0,43.0,43.0,71.0,81.0,107.0,29.0,-47.0,-49.0,-47.0,-46.0,-39.0,-43.0,-66.0,-49.0,10.0,11.0,10.0,11.0,6.0,3.0,20.0,11.0
1,2020-10-14,38.0,38.0,1624,2350,2895,2142,1636,975,4111,2575,19,18,14,26,14,12,32,25,-20.0,-16.0,-19.0,-21.0,-21.0,-43.0,-22.0,-20.0,-2.0,2.0,3.0,3.0,-2.0,-29.0,-2.0,-2.0,29.0,43.0,43.0,71.0,81.0,107.0,29.0,45.0,-49.0,-47.0,-46.0,-39.0,-43.0,-66.0,-49.0,-47.0,11.0,10.0,11.0,6.0,3.0,20.0,11.0,11.0
1,2020-10-15,34.0,34.0,2350,2895,2142,1636,975,4111,2575,2298,18,14,26,14,12,32,25,19,-16.0,-19.0,-21.0,-21.0,-43.0,-22.0,-20.0,-20.0,2.0,3.0,3.0,-2.0,-29.0,-2.0,-2.0,-3.0,43.0,43.0,71.0,81.0,107.0,29.0,45.0,22.0,-47.0,-46.0,-39.0,-43.0,-66.0,-49.0,-47.0,-49.0,10.0,11.0,6.0,3.0,20.0,11.0,11.0,12.0
1,2020-10-16,45.0,45.0,2895,2142,1636,975,4111,2575,2298,2566,14,26,14,12,32,25,19,32,-19.0,-21.0,-21.0,-43.0,-22.0,-20.0,-20.0,-22.0,3.0,3.0,-2.0,-29.0,-2.0,-2.0,-3.0,-4.0,43.0,71.0,81.0,107.0,29.0,45.0,22.0,14.0,-46.0,-39.0,-43.0,-66.0,-49.0,-47.0,-49.0,-48.0,11.0,6.0,3.0,20.0,11.0,11.0,12.0,12.0
1,2020-10-17,39.0,39.0,2142,1636,975,4111,2575,2298,2566,139,26,14,12,32,25,19,32,8,-21.0,-21.0,-43.0,-22.0,-20.0,-20.0,-22.0,-18.0,3.0,-2.0,-29.0,-2.0,-2.0,-3.0,-4.0,-1.0,71.0,81.0,107.0,29.0,45.0,22.0,14.0,59.0,-39.0,-43.0,-66.0,-49.0,-47.0,-49.0,-48.0,-38.0,6.0,3.0,20.0,11.0,11.0,12.0,12.0,7.0
1,2020-10-18,37.0,37.0,1636,975,4111,2575,2298,2566,139,3737,14,12,32,25,19,32,8,24,-21.0,-43.0,-22.0,-20.0,-20.0,-22.0,-18.0,-19.0,-2.0,-29.0,-2.0,-2.0,-3.0,-4.0,-1.0,-5.0,81.0,107.0,29.0,45.0,22.0,14.0,59.0,45.0,-43.0,-66.0,-49.0,-47.0,-49.0,-48.0,-38.0,-43.0,3.0,20.0,11.0,11.0,12.0,12.0,7.0,6.0
1,2020-10-19,32.0,32.0,975,4111,2575,2298,2566,139,3737,3307,12,32,25,19,32,8,24,31,-43.0,-22.0,-20.0,-20.0,-22.0,-18.0,-19.0,-22.0,-29.0,-2.0,-2.0,-3.0,-4.0,-1.0,-5.0,-7.0,107.0,29.0,45.0,22.0,14.0,59.0,45.0,6.0,-66.0,-49.0,-47.0,-49.0,-48.0,-38.0,-43.0,-51.0,20.0,11.0,11.0,12.0,12.0,7.0,6.0,12.0
1,2020-10-20,58.0,58.0,4111,2575,2298,2566,139,3737,3307,2238,32,25,19,32,8,24,31,18,-22.0,-20.0,-20.0,-22.0,-18.0,-19.0,-22.0,-19.0,-2.0,-2.0,-3.0,-4.0,-1.0,-5.0,-7.0,0.0,29.0,45.0,22.0,14.0,59.0,45.0,6.0,29.0,-49.0,-47.0,-49.0,-48.0,-38.0,-43.0,-51.0,-49.0,11.0,11.0,12.0,12.0,7.0,6.0,12.0,11.0
1,2020-10-21,41.0,41.0,2575,2298,2566,139,3737,3307,2238,2687,25,19,32,8,24,31,18,37,-20.0,-20.0,-22.0,-18.0,-19.0,-22.0,-19.0,-22.0,-2.0,-3.0,-4.0,-1.0,-5.0,-7.0,0.0,-4.0,45.0,22.0,14.0,59.0,45.0,6.0,29.0,12.0,-47.0,-49.0,-48.0,-38.0,-43.0,-51.0,-49.0,-49.0,11.0,12.0,12.0,7.0,6.0,12.0,11.0,12.0
1,2020-10-22,40.0,40.0,2298,2566,139,3737,3307,2238,2687,2581,19,32,8,24,31,18,37,31,-20.0,-22.0,-18.0,-19.0,-22.0,-19.0,-22.0,-19.0,-3.0,-4.0,-1.0,-5.0,-7.0,0.0,-4.0,-2.0,22.0,14.0,59.0,45.0,6.0,29.0,12.0,28.0,-49.0,-48.0,-38.0,-43.0,-51.0,-49.0,-49.0,-47.0,12.0,12.0,7.0,6.0,12.0,11.0,12.0,12.0
1,2020-10-23,62.0,62.0,2566,139,3737,3307,2238,2687,2581,2902,32,8,24,31,18,37,31,27,-22.0,-18.0,-19.0,-22.0,-19.0,-22.0,-19.0,-22.0,-4.0,-1.0,-5.0,-7.0,0.0,-4.0,-2.0,-5.0,14.0,59.0,45.0,6.0,29.0,12.0,28.0,41.0,-48.0,-38.0,-43.0,-51.0,-49.0,-49.0,-47.0,-46.0,12.0,7.0,6.0,12.0,11.0,12.0,12.0,12.0
1,2020-10-24,47.0,47.0,139,3737,3307,2238,2687,2581,2902,1532,8,24,31,18,37,31,27,22,-18.0,-19.0,-22.0,-19.0,-22.0,-19.0,-22.0,-19.0,-1.0,-5.0,-7.0,0.0,-4.0,-2.0,-5.0,0.0,59.0,45.0,6.0,29.0,12.0,28.0,41.0,36.0,-38.0,-43.0,-51.0,-49.0,-49.0,-47.0,-46.0,-39.0,7.0,6.0,12.0,11.0,12.0,12.0,12.0,7.0
1,2020-10-25,48.0,48.0,3737,3307,2238,2687,2581,2902,1532,2823,24,31,18,37,31,27,22,31,-19.0,-22.0,-19.0,-22.0,-19.0,-22.0,-19.0,-18.0,-5.0,-7.0,0.0,-4.0,-2.0,-5.0,0.0,-4.0,45.0,6.0,29.0,12.0,28.0,41.0,36.0,42.0,-43.0,-51.0,-49.0,-49.0,-47.0,-46.0,-39.0,-42.0,6.0,12.0,11.0,12.0,12.0,12.0,7.0,5.0
1,2020-10-26,61.0,61.0,3307,2238,2687,2581,2902,1532,2823,4099,31,18,37,31,27,22,31,38,-22.0,-19.0,-22.0,-19.0,-22.0,-19.0,-18.0,-21.0,-7.0,0.0,-4.0,-2.0,-5.0,0.0,-4.0,-7.0,6.0,29.0,12.0,28.0,41.0,36.0,42.0,5.0,-51.0,-49.0,-49.0,-47.0,-46.0,-39.0,-42.0,-50.0,12.0,11.0,12.0,12.0,12.0,7.0,5.0,12.0
1,2020-10-27,67.0,67.0,2238,2687,2581,2902,1532,2823,4099,2730,18,37,31,27,22,31,38,25,-19.0,-22.0,-19.0,-22.0,-19.0,-18.0,-21.0,-22.0,0.0,-4.0,-2.0,-5.0,0.0,-4.0,-7.0,-3.0,29.0,12.0,28.0,41.0,36.0,42.0,5.0,6.0,-49.0,-49.0,-47.0,-46.0,-39.0,-42.0,-50.0,-49.0,11.0,12.0,12.0,12.0,7.0,5.0,12.0,12.0
1,2020-10-28,63.0,63.0,2687,2581,2902,1532,2823,4099,2730,2663,37,31,27,22,31,38,25,38,-22.0,-19.0,-22.0,-19.0,-18.0,-21.0,-22.0,-19.0,-4.0,-2.0,-5.0,0.0,-4.0,-7.0,-3.0,-1.0,12.0,28.0,41.0,36.0,42.0,5.0,6.0,17.0,-49.0,-47.0,-46.0,-39.0,-42.0,-50.0,-49.0,-47.0,12.0,12.0,12.0,7.0,5.0,12.0,12.0,11.0
1,2020-10-29,73.0,73.0,2581,2902,1532,2823,4099,2730,2663,3017,31,27,22,31,38,25,38,34,-19.0,-22.0,-19.0,-18.0,-21.0,-22.0,-19.0,-17.0,-2.0,-5.0,0.0,-4.0,-7.0,-3.0,-1.0,0.0,28.0,41.0,36.0,42.0,5.0,6.0,17.0,8.0,-47.0,-46.0,-39.0,-42.0,-50.0,-49.0,-47.0,-49.0,12.0,12.0,7.0,5.0,12.0,12.0,11.0,11.0
1,2020-10-30,46.0,46.0,2902,1532,2823,4099,2730,2663,3017,3556,27,22,31,38,25,38,34,45,-22.0,-19.0,-18.0,-21.0,-22.0,-19.0,-17.0,-20.0,-5.0,0.0,-4.0,-7.0,-3.0,-1.0,0.0,1.0,41.0,36.0,42.0,5.0,6.0,17.0,8.0,2.0,-46.0,-39.0,-42.0,-50.0,-49.0,-47.0,-49.0,-47.0,12.0,7.0,5.0,12.0,12.0,11.0,11.0,11.0
1,2020-10-31,62.0,62.0,1532,2823,4099,2730,2663,3017,3556,2374,22,31,38,25,38,34,45,39,-19.0,-18.0,-21.0,-22.0,-19.0,-17.0,-20.0,-19.0,0.0,-4.0,-7.0,-3.0,-1.0,0.0,1.0,4.0,36.0,42.0,5.0,6.0,17.0,8.0,2.0,36.0,-39.0,-42.0,-50.0,-49.0,-47.0,-49.0,-47.0,-35.0,7.0,5.0,12.0,12.0,11.0,11.0,11.0,6.0
1,2020-11-01,65.0,65.0,2823,4099,2730,2663,3017,3556,2374,2336,31,38,25,38,34,45,39,37,-18.0,-21.0,-22.0,-19.0,-17.0,-20.0,-19.0,-21.0,-4.0,-7.0,-3.0,-1.0,0.0,1.0,4.0,-5.0,42.0,5.0,6.0,17.0,8.0,2.0,36.0,8.0,-42.0,-50.0,-49.0,-47.0,-49.0,-47.0,-35.0,-44.0,5.0,12.0,12.0,11.0,11.0,11.0,6.0,6.0
1,2020-11-02,74.0,74.0,4099,2730,2663,3017,3556,2374,2336,3529,38,25,38,34,45,39,37,32,-21.0,-22.0,-19.0,-17.0,-20.0,-19.0,-21.0,-22.0,-7.0,-3.0,-1.0,0.0,1.0,4.0,-5.0,-7.0,5.0,6.0,17.0,8.0,2.0,36.0,8.0,1.0,-50.0,-49.0,-47.0,-49.0,-47.0,-35.0,-44.0,-51.0,12.0,12.0,11.0,11.0,11.0,6.0,6.0,11.0
1,2020-11-03,68.0,68.0,2730,2663,3017,3556,2374,2336,3529,4738,25,38,34,45,39,37,32,58,-22.0,-19.0,-17.0,-20.0,-19.0,-21.0,-22.0,-23.0,-3.0,-1.0,0.0,1.0,4.0,-5.0,-7.0,-5.0,6.0,17.0,8.0,2.0,36.0,8.0,1.0,-1.0,-49.0,-47.0,-49.0,-47.0,-35.0,-44.0,-51.0,-51.0,12.0,11.0,11.0,11.0,6.0,6.0,11.0,12.0
1,2020-11-04,104.0,104.0,2663,3017,3556,2374,2336,3529,4738,2782,38,34,45,39,37,32,58,41,-19.0,-17.0,-20.0,-19.0,-21.0,-22.0,-23.0,-23.0,-1.0,0.0,1.0,4.0,-5.0,-7.0,-5.0,-6.0,17.0,8.0,2.0,36.0,8.0,1.0,-1.0,18.0,-47.0,-49.0,-47.0,-35.0,-44.0,-51.0,-51.0,-49.0,11.0,11.0,11.0,6.0,6.0,11.0,12.0,12.0
1,2020-11-05,70.0,70.0,3017,3556,2374,2336,3529,4738,2782,2784,34,45,39,37,32,58,41,40,-17.0,-20.0,-19.0,-21.0,-22.0,-23.0,-23.0,-20.0,0.0,1.0,4.0,-5.0,-7.0,-5.0,-6.0,-4.0,8.0,2.0,36.0,8.0,1.0,-1.0,18.0,30.0,-49.0,-47.0,-35.0,-44.0,-51.0,-51.0,-49.0,-49.0,11.0,11.0,6.0,6.0,11.0,12.0,12.0,12.0
1,2020-11-06,67.0,67.0,3556,2374,2336,3529,4738,2782,2784,5393,45,39,37,32,58,41,40,62,-20.0,-19.0,-21.0,-22.0,-23.0,-23.0,-20.0,-22.0,1.0,4.0,-5.0,-7.0,-5.0,-6.0,-4.0,-4.0,2.0,36.0,8.0,1.0,-1.0,18.0,30.0,29.0,-47.0,-35.0,-44.0,-51.0,-51.0,-49.0,-49.0,-47.0,11.0,6.0,6.0,11.0,12.0,12.0,12.0,12.0
1,2020-11-07,66.0,66.0,2374,2336,3529,4738,2782,2784,5393,4346,39,37,32,58,41,40,62,47,-19.0,-21.0,-22.0,-23.0,-23.0,-20.0,-22.0,-20.0,4.0,-5.0,-7.0,-5.0,-6.0,-4.0,-4.0,-4.0,36.0,8.0,1.0,-1.0,18.0,30.0,29.0,63.0,-35.0,-44.0,-51.0,-51.0,-49.0,-49.0,-47.0,-39.0,6.0,6.0,11.0,12.0,12.0,12.0,12.0,7.0
1,2020-11-08,56.0,56.0,2336,3529,4738,2782,2784,5393,4346,3944,37,32,58,41,40,62,47,48,-21.0,-22.0,-23.0,-23.0,-20.0,-22.0,-20.0,-18.0,-5.0,-7.0,-5.0,-6.0,-4.0,-4.0,-4.0,-6.0,8.0,1.0,-1.0,18.0,30.0,29.0,63.0,87.0,-44.0,-51.0,-51.0,-49.0,-49.0,-47.0,-39.0,-41.0,6.0,11.0,12.0,12.0,12.0,12.0,7.0,5.0
1,2020-11-09,79.0,79.0,3529,4738,2782,2784,5393,4346,3944,4871,32,58,41,40,62,47,48,61,-22.0,-23.0,-23.0,-20.0,-22.0,-20.0,-18.0,-21.0,-7.0,-5.0,-6.0,-4.0,-4.0,-4.0,-6.0,-6.0,1.0,-1.0,18.0,30.0,29.0,63.0,87.0,35.0,-51.0,-51.0,-49.0,-49.0,-47.0,-39.0,-41.0,-51.0,11.0,12.0,12.0,12.0,12.0,7.0,5.0,12.0
1,2020-11-10,100.0,100.0,4738,2782,2784,5393,4346,3944,4871,4445,58,41,40,62,47,48,61,67,-23.0,-23.0,-20.0,-22.0,-20.0,-18.0,-21.0,-19.0,-5.0,-6.0,-4.0,-4.0,-4.0,-6.0,-6.0,-1.0,-1.0,18.0,30.0,29.0,63.0,87.0,35.0,48.0,-51.0,-49.0,-49.0,-47.0,-39.0,-41.0,-51.0,-49.0,12.0,12.0,12.0,12.0,7.0,5.0,12.0,11.0
1,2020-11-11,58.0,58.0,2782,2784,5393,4346,3944,4871,4445,3984,41,40,62,47,48,61,67,63,-23.0,-20.0,-22.0,-20.0,-18.0,-21.0,-19.0,-25.0,-6.0,-4.0,-4.0,-4.0,-6.0,-6.0,-1.0,-7.0,18.0,30.0,29.0,63.0,87.0,35.0,48.0,24.0,-49.0,-49.0,-47.0,-39.0,-41.0,-51.0,-49.0,-55.0,12.0,12.0,12.0,7.0,5.0,12.0,11.0,16.0
1,2020-11-12,82.0,82.0,2784,5393,4346,3944,4871,4445,3984,5474,40,62,47,48,61,67,63,73,-20.0,-22.0,-20.0,-18.0,-21.0,-19.0,-25.0,-21.0,-4.0,-4.0,-4.0,-6.0,-6.0,-1.0,-7.0,-3.0,30.0,29.0,63.0,87.0,35.0,48.0,24.0,7.0,-49.0,-47.0,-39.0,-41.0,-51.0,-49.0,-55.0,-51.0,12.0,12.0,7.0,5.0,12.0,11.0,16.0,13.0
1,2020-11-13,86.0,86.0,5393,4346,3944,4871,4445,3984,5474,4770,62,47,48,61,67,63,73,46,-22.0,-20.0,-18.0,-21.0,-19.0,-25.0,-21.0,-23.0,-4.0,-4.0,-6.0,-6.0,-1.0,-7.0,-3.0,-4.0,29.0,63.0,87.0,35.0,48.0,24.0,7.0,-7.0,-47.0,-39.0,-41.0,-51.0,-49.0,-55.0,-51.0,-50.0,12.0,7.0,5.0,12.0,11.0,16.0,13.0,14.0
1,2020-11-14,68.0,68.0,4346,3944,4871,4445,3984,5474,4770,4430,47,48,61,67,63,73,46,62,-20.0,-18.0,-21.0,-19.0,-25.0,-21.0,-23.0,-21.0,-4.0,-6.0,-6.0,-1.0,-7.0,-3.0,-4.0,-2.0,63.0,87.0,35.0,48.0,24.0,7.0,-7.0,11.0,-39.0,-41.0,-51.0,-49.0,-55.0,-51.0,-50.0,-43.0,7.0,5.0,12.0,11.0,16.0,13.0,14.0,8.0
1,2020-11-15,74.0,74.0,3944,4871,4445,3984,5474,4770,4430,4301,48,61,67,63,73,46,62,65,-18.0,-21.0,-19.0,-25.0,-21.0,-23.0,-21.0,-25.0,-6.0,-6.0,-1.0,-7.0,-3.0,-4.0,-2.0,-11.0,87.0,35.0,48.0,24.0,7.0,-7.0,11.0,-13.0,-41.0,-51.0,-49.0,-55.0,-51.0,-50.0,-43.0,-50.0,5.0,12.0,11.0,16.0,13.0,14.0,8.0,7.0
1,2020-11-16,109.0,109.0,4871,4445,3984,5474,4770,4430,4301,6033,61,67,63,73,46,62,65,74,-21.0,-19.0,-25.0,-21.0,-23.0,-21.0,-25.0,-24.0,-6.0,-1.0,-7.0,-3.0,-4.0,-2.0,-11.0,-9.0,35.0,48.0,24.0,7.0,-7.0,11.0,-13.0,-14.0,-51.0,-49.0,-55.0,-51.0,-50.0,-43.0,-50.0,-54.0,12.0,11.0,16.0,13.0,14.0,8.0,7.0,13.0
1,2020-11-17,78.0,78.0,4445,3984,5474,4770,4430,4301,6033,4462,67,63,73,46,62,65,74,68,-19.0,-25.0,-21.0,-23.0,-21.0,-25.0,-24.0,-25.0,-1.0,-7.0,-3.0,-4.0,-2.0,-11.0,-9.0,-7.0,48.0,24.0,7.0,-7.0,11.0,-13.0,-14.0,-9.0,-49.0,-55.0,-51.0,-50.0,-43.0,-50.0,-54.0,-53.0,11.0,16.0,13.0,14.0,8.0,7.0,13.0,13.0
1,2020-11-18,106.0,106.0,3984,5474,4770,4430,4301,6033,4462,4518,63,73,46,62,65,74,68,104,-25.0,-21.0,-23.0,-21.0,-25.0,-24.0,-25.0,-25.0,-7.0,-3.0,-4.0,-2.0,-11.0,-9.0,-7.0,-7.0,24.0,7.0,-7.0,11.0,-13.0,-14.0,-9.0,-14.0,-55.0,-51.0,-50.0,-43.0,-50.0,-54.0,-53.0,-53.0,16.0,13.0,14.0,8.0,7.0,13.0,13.0,13.0
